dim_product_eurocategory_desc,dim_period_year_desc,dim_market_channel_desc,dim_product_super_group_desc,dim_roi_range_desc,value,baseline_value,trade_spend_total,trade_spend_incl_cogs,number_of_tpr_weeks,number_of_display_weeks,number_of_feature_weeks,number_of_event_weeks,mfr_roi_value,trade_direct_promo_spend,number_of_weeks,number_of_records,PPI,BP,FEDI,DISO,FEAO
HAIR SHAMPOO,2014,Hyper+Super Markets,HBA,>1,59606266.67,22188674.64,32284630.02,14796240.98,271317,57064,106280,276921,4705972.418,17488389.04,276921,126584,-2.238051466,-1.206880755,0.455299545,0.275463013,0.195515373
HAIR SHAMPOO,2015,Hyper+Super Markets,HBA,,123971641.3,117853060.9,2004957.683,2004957.683,0,0,0,0,0,0,3407784,65709,-2.238051466,-1.206880755,0.455299545,0.275463013,0.195515373
HAIR SHAMPOO,2015,Hyper+Super Markets,HBA,0-1,23557492.83,16843701.72,10487803.27,3733634.107,175803,22709,47992,179189,-1153718.007,6754169.167,179189,80736,-2.238051466,-1.206880755,0.455299545,0.275463013,0.195515373
HAIR SHAMPOO,2015,Hyper+Super Markets,HBA,<0,192361.698,275016.096,19326.28842,-13966.14306,2865,446,479,3372,-54241.64607,33292.43148,3372,3247,-2.238051466,-1.206880755,0.455299545,0.275463013,0.195515373
HAIR SHAMPOO,2015,Hyper+Super Markets,HBA,>1,56485960.75,21494623.05,30364210.53,13883516.95,277262,53938,99605,283288,4344581.849,16480693.58,283288,124515,-2.238051466,-1.206880755,0.455299545,0.275463013,0.195515373
HAIR STYLING,2013,Hyper+Super Markets,HBA,,70610173.41,67228796.86,1034776.65,1034776.65,0,0,0,0,0,0,1503485,21344,-1.29251335,-0.927251705,0.327376868,0.18988195,0.162426509
HAIR STYLING,2013,Hyper+Super Markets,HBA,0-1,7252020.414,6055812.074,2089595.997,668521.1489,58673,6633,12555,59715,-418293.1249,1421074.848,59715,27540,-1.29251335,-0.927251705,0.327376868,0.18988195,0.162426509
HAIR STYLING,2013,Hyper+Super Markets,HBA,<0,75081.447,95888.58,9264.275287,-2809.299003,1416,115,173,1571,-16287.52279,12073.57429,1571,1507,-1.29251335,-0.927251705,0.327376868,0.18988195,0.162426509
HAIR STYLING,2013,Hyper+Super Markets,HBA,>1,7167385.98,3645216.627,2687127.672,1274836.543,63217,8630,15795,64191,499963.6861,1412291.129,64191,28564,-1.29251335,-0.927251705,0.327376868,0.18988195,0.162426509
HAIR STYLING,2014,Hyper+Super Markets,HBA,,66790809.48,63397645.43,1043932.106,1043932.106,0,0,0,0,0,0,1479036,21099,-1.29251335,-0.927251705,0.327376868,0.18988195,0.162426509
HAIR STYLING,2014,Hyper+Super Markets,HBA,0-1,7634520.408,6455627.226,2104460.447,668067.254,61512,6082,12005,62509,-434292.3115,1436393.193,62509,27007,-1.29251335,-0.927251705,0.327376868,0.18988195,0.162426509
HAIR STYLING,2014,Hyper+Super Markets,HBA,<0,71526.623,90492.113,8069.514756,-2717.073587,1304,128,199,1483,-14862.19872,10786.58834,1483,1428,-1.29251335,-0.927251705,0.327376868,0.18988195,0.162426509
HAIR STYLING,2014,Hyper+Super Markets,HBA,>1,6386829.671,3300146.75,2335790.185,1112964.778,61172,6956,14068,62071,446621.7607,1222825.407,62071,25905,-1.29251335,-0.927251705,0.327376868,0.18988195,0.162426509
HAIR STYLING,2015,Hyper+Super Markets,HBA,,64660234.79,61076332.43,1085440.175,1085440.175,0,0,0,0,0,0,1475118,19678,-1.29251335,-0.927251705,0.327376868,0.18988195,0.162426509
HAIR STYLING,2015,Hyper+Super Markets,HBA,0-1,6981013.208,5884500.995,1971858.431,624792.2108,55472,4959,8800,56150,-409877.9037,1347066.22,56150,22548,-1.29251335,-0.927251705,0.327376868,0.18988195,0.162426509
HAIR STYLING,2015,Hyper+Super Markets,HBA,<0,53181.93,67424.269,5807.517135,-2087.634239,839,75,94,941,-11026.60273,7895.151374,941,907,-1.29251335,-0.927251705,0.327376868,0.18988195,0.162426509
HAIR STYLING,2015,Hyper+Super Markets,HBA,>1,5458622.231,2889493.503,1947681.415,926334.145,53911,5495,9978,54649,368153.9473,1021347.27,54649,21804,-1.29251335,-0.927251705,0.327376868,0.18988195,0.162426509
HAND CARE,2013,Hyper+Super Markets,HBA,,15806029.84,15483222.82,119747.0652,119747.0652,0,0,0,0,0,0,382704,5782,-1.900999857,-1.281629222,0.506395484,0.248193617,0.260732132
HAND CARE,2013,Hyper+Super Markets,HBA,0-1,1613591.17,1267570.323,572251.1305,193187.3867,10313,1068,1567,10450,-89282.66365,379063.7437,10450,5040,-1.900999857,-1.281629222,0.506395484,0.248193617,0.260732132
HAND CARE,2013,Hyper+Super Markets,HBA,<0,17628.113,23218.549,1581.658532,-949.9851772,192,25,33,225,-3956.621475,2531.643709,225,217,-1.900999857,-1.281629222,0.506395484,0.248193617,0.260732132
HAND CARE,2013,Hyper+Super Markets,HBA,>1,2518806.158,1125009.113,1113212.69,518769.9674,12908,1960,2883,13105,183712.228,594442.7231,13105,6573,-1.900999857,-1.281629222,0.506395484,0.248193617,0.260732132
HAND CARE,2014,Hyper+Super Markets,HBA,,13652469.98,13397098.3,100287.8809,100287.8809,0,0,0,0,0,0,403179,6221,-1.900999857,-1.281629222,0.506395484,0.248193617,0.260732132
HAND CARE,2014,Hyper+Super Markets,HBA,0-1,1137364.925,930426.49,352473.1445,115788.3166,10713,1041,1282,10890,-63002.35309,236684.8279,10890,5222,-1.900999857,-1.281629222,0.506395484,0.248193617,0.260732132
HAND CARE,2014,Hyper+Super Markets,HBA,<0,10408.267,13104.752,1047.34049,-419.3657309,161,18,20,183,-2095.754817,1466.706221,183,174,-1.900999857,-1.281629222,0.506395484,0.248193617,0.260732132
HAND CARE,2014,Hyper+Super Markets,HBA,>1,2089947.865,922827.311,948402.3492,440834.6504,13797,1763,2519,13965,153684.2768,507567.6988,13965,6703,-1.900999857,-1.281629222,0.506395484,0.248193617,0.260732132
HAND CARE,2015,Hyper+Super Markets,HBA,,15439217.24,14120751.02,380090.9696,380090.9696,0,0,0,0,0,0,429523,6692,-1.900999857,-1.281629222,0.506395484,0.248193617,0.260732132
HAND CARE,2015,Hyper+Super Markets,HBA,0-1,1343326.951,1108938.078,393592.4563,128336.9146,10207,954,1134,10350,-72750.16989,265255.5417,10350,4833,-1.900999857,-1.281629222,0.506395484,0.248193617,0.260732132
HAND CARE,2015,Hyper+Super Markets,HBA,<0,9952.084,13116.199,1086.547899,-494.5153403,154,20,21,178,-2322.83625,1581.06324,178,167,-1.900999857,-1.281629222,0.506395484,0.248193617,0.260732132
HAND CARE,2015,Hyper+Super Markets,HBA,>1,2600271.134,1023073.349,1129826.259,558839.4282,16149,2056,2574,16424,267272.3112,570986.8312,16424,7033,-1.900999857,-1.281629222,0.506395484,0.248193617,0.260732132
HAND CLEANSING,2013,Hyper+Super Markets,HBA,,3862444.418,3807586.34,21278.82479,21278.82479,0,0,0,0,0,0,133845,1976,-1.651732918,-1.448396683,0.306888496,0.234457634,0.229983047
HAND CLEANSING,2013,Hyper+Super Markets,HBA,0-1,335861.204,273736.882,117178.7035,37650.22441,2335,210,189,2386,-23053.14244,79528.47906,2386,1224,-1.651732918,-1.448396683,0.306888496,0.234457634,0.229983047
HAND CLEANSING,2013,Hyper+Super Markets,HBA,<0,2572.095,3154.891,410.0474534,-68.09276162,30,2,1,33,-580.2793575,478.1402151,33,32,-1.651732918,-1.448396683,0.306888496,0.234457634,0.229983047
HAND CLEANSING,2013,Hyper+Super Markets,HBA,>1,262977.31,127094.663,109186.9731,50605.77379,1885,314,180,1926,17327.46133,58581.19935,1926,1149,-1.651732918,-1.448396683,0.306888496,0.234457634,0.229983047
HAND CLEANSING,2014,Hyper+Super Markets,HBA,,4170934.67,4111399.775,25058.62394,25058.62394,0,0,0,0,0,0,121171,1661,-1.651732918,-1.448396683,0.306888496,0.234457634,0.229983047
HAND CLEANSING,2014,Hyper+Super Markets,HBA,0-1,385831.952,340918.883,96476.1813,28429.43582,2411,151,132,2444,-25402.59174,68046.74548,2444,1033,-1.651732918,-1.448396683,0.306888496,0.234457634,0.229983047
HAND CLEANSING,2014,Hyper+Super Markets,HBA,<0,2952.391,3372.566,275.6302032,-45.66804346,21,2,1,23,-389.8003118,321.2982467,23,23,-1.651732918,-1.448396683,0.306888496,0.234457634,0.229983047
HAND CLEANSING,2014,Hyper+Super Markets,HBA,>1,243869.183,121820.757,93559.59003,43949.84375,1788,261,154,1831,16315.01935,49609.74628,1831,1023,-1.651732918,-1.448396683,0.306888496,0.234457634,0.229983047
HAND CLEANSING,2015,Hyper+Super Markets,HBA,,4800926.065,4782290.644,16228.28878,16228.28878,0,0,0,0,0,0,109856,1791,-1.651732918,-1.448396683,0.306888496,0.234457634,0.229983047
HAND CLEANSING,2015,Hyper+Super Markets,HBA,0-1,474299.96,407450.601,136696.9016,41651.85142,2622,228,180,2654,-32567.27303,95045.05016,2654,1207,-1.651732918,-1.448396683,0.306888496,0.234457634,0.229983047
HAND CLEANSING,2015,Hyper+Super Markets,HBA,<0,2335.271,3516.414,484.1615471,-123.120289,27,1,5,32,-791.9622695,607.2818361,32,32,-1.651732918,-1.448396683,0.306888496,0.234457634,0.229983047
HAND CLEANSING,2015,Hyper+Super Markets,HBA,>1,345758.249,170126.298,141662.7086,65411.3541,2094,354,179,2127,21865.67661,76251.35454,2127,1124,-1.651732918,-1.448396683,0.306888496,0.234457634,0.229983047
HAND DISHWASH,2013,Hyper+Super Markets,HOMECARE,,97563711.05,98344645.8,160767.0855,160767.0855,0,0,0,0,0,0,682184,16972,-2.933551279,-2.28000199,0.539431322,0.373436556,0.341035912
HAND DISHWASH,2013,Hyper+Super Markets,HOMECARE,0-1,10398885.44,7224745.303,5160314.849,1824049.432,22321,3978,5103,22887,-600191.2696,3336265.417,22887,11755,-2.933551279,-2.28000199,0.539431322,0.373436556,0.341035912
HAND DISHWASH,2013,Hyper+Super Markets,HOMECARE,<0,350409.577,662686.623,-4952.900234,-64661.69216,503,148,95,642,-156701.3302,59708.79193,642,577,-2.933551279,-2.28000199,0.539431322,0.373436556,0.341035912
HAND DISHWASH,2013,Hyper+Super Markets,HOMECARE,>1,37070433.05,11788561.57,20113516.03,9559909.969,50000,15184,17888,50820,3786258.897,10553606.06,50820,24947,-2.933551279,-2.28000199,0.539431322,0.373436556,0.341035912
HAND DISHWASH,2014,Hyper+Super Markets,HOMECARE,,89502916.07,91927557.03,-244384.865,-244384.865,0,0,0,0,0,0,671471,16257,-2.933551279,-2.28000199,0.539431322,0.373436556,0.341035912
HAND DISHWASH,2014,Hyper+Super Markets,HOMECARE,0-1,11264388.43,8492504.666,4635767.219,1588278.544,26943,4942,5572,27530,-665070.8596,3047488.675,27530,13365,-2.933551279,-2.28000199,0.539431322,0.373436556,0.341035912
HAND DISHWASH,2014,Hyper+Super Markets,HOMECARE,<0,430807.004,748947.578,6396.395194,-64878.12396,537,189,126,710,-168591.7051,71274.51916,710,640,-2.933551279,-2.28000199,0.539431322,0.373436556,0.341035912
HAND DISHWASH,2014,Hyper+Super Markets,HOMECARE,>1,37681933.99,11871533.99,20947830.65,9890168.395,53707,16700,18529,54727,3777590.335,11057662.26,54727,25592,-2.933551279,-2.28000199,0.539431322,0.373436556,0.341035912
HAND DISHWASH,2015,Hyper+Super Markets,HOMECARE,,90175067.79,91936372.93,-73406.62881,-73406.62881,0,0,0,0,0,0,682010,17364,-2.933551279,-2.28000199,0.539431322,0.373436556,0.341035912
HAND DISHWASH,2015,Hyper+Super Markets,HOMECARE,0-1,9455283.865,7360080.078,3572141.668,1207628.542,26200,3771,4446,26788,-553070.3126,2364513.126,26788,12577,-2.933551279,-2.28000199,0.539431322,0.373436556,0.341035912
HAND DISHWASH,2015,Hyper+Super Markets,HOMECARE,<0,355112.927,610143.674,9021.113197,-50481.88598,453,147,89,605,-135225.8282,59502.99918,605,548,-2.933551279,-2.28000199,0.539431322,0.373436556,0.341035912
HAND DISHWASH,2015,Hyper+Super Markets,HOMECARE,>1,33827207.98,11235681.84,17985077.81,8550952.767,51531,14912,15983,52575,3392304.107,9434125.044,52575,25665,-2.933551279,-2.28000199,0.539431322,0.373436556,0.341035912
HBA OTHERS,2013,Hyper+Super Markets,HBA,,2073080.508,2053072.741,8845.147206,8845.147206,0,0,0,0,0,0,71949,823,-1.619021187,-1.266673339,0.421966066,0.20421848,0.469655256
HBA OTHERS,2013,Hyper+Super Markets,HBA,0-1,90653.422,77148,23407.57095,7355.764802,951,67,71,965,-5018.158951,16051.80615,965,525,-1.619021187,-1.266673339,0.421966066,0.20421848,0.469655256
HBA OTHERS,2013,Hyper+Super Markets,HBA,<0,430.418,632.105,41.68641947,-33.73562478,9,0,2,11,-126.0254814,75.42204425,11,11,-1.619021187,-1.266673339,0.421966066,0.20421848,0.469655256
HBA OTHERS,2013,Hyper+Super Markets,HBA,>1,260514.575,90399.671,127871.6106,61586.70291,1513,221,261,1529,26095.14665,66284.90772,1529,782,-1.619021187,-1.266673339,0.421966066,0.20421848,0.469655256
HBA OTHERS,2014,Hyper+Super Markets,HBA,,2090156.884,2066663.307,10034.40821,10034.40821,0,0,0,0,0,0,73384,937,-1.619021187,-1.266673339,0.421966066,0.20421848,0.469655256
HBA OTHERS,2014,Hyper+Super Markets,HBA,0-1,95027.918,79596.602,26529.36769,8505.774728,1026,67,79,1036,-5264.930866,18023.59296,1036,547,-1.619021187,-1.266673339,0.421966066,0.20421848,0.469655256
HBA OTHERS,2014,Hyper+Super Markets,HBA,<0,954.879,1188.336,117.6711365,-32.3665212,13,1,3,15,-198.5874395,150.0376577,15,14,-1.619021187,-1.266673339,0.421966066,0.20421848,0.469655256
HBA OTHERS,2014,Hyper+Super Markets,HBA,>1,229587.764,84926.446,104940.6584,51129.50202,1629,161,266,1640,22883.0966,53811.15642,1640,838,-1.619021187,-1.266673339,0.421966066,0.20421848,0.469655256
HBA OTHERS,2015,Hyper+Super Markets,HBA,,2149304.216,2120927.815,11538.33425,11538.33425,0,0,0,0,0,0,77741,820,-1.619021187,-1.266673339,0.421966066,0.20421848,0.469655256
HBA OTHERS,2015,Hyper+Super Markets,HBA,0-1,91116.735,76446.814,24968.33933,8127.620165,1058,82,72,1063,-4649.288916,16840.71916,1063,520,-1.619021187,-1.266673339,0.421966066,0.20421848,0.469655256
HBA OTHERS,2015,Hyper+Super Markets,HBA,<0,198.81,239.85,7.8536611,-5.8193889,4,0,0,4,-22.40213335,13.67305,4,4,-1.619021187,-1.266673339,0.421966066,0.20421848,0.469655256
HBA OTHERS,2015,Hyper+Super Markets,HBA,>1,221515.305,94858.978,89513.73544,43875.31671,1723,204,292,1736,20174.55632,45638.41874,1736,843,-1.619021187,-1.266673339,0.421966066,0.20421848,0.469655256
HH CLEANERS MULTI USE,2013,Hyper+Super Markets,HOMECARE,,109404065.6,107722360.1,709764.8561,709764.8561,0,0,0,0,0,0,1281575,23070,-2.599113825,-1.870766574,0.470173444,0.313772362,0.189626949
HH CLEANERS MULTI USE,2013,Hyper+Super Markets,HOMECARE,0-1,12688623.9,8828564.501,6105626.119,2172831.4,52412,6956,12724,53192,-673547.6189,3932794.719,53192,24628,-2.599113825,-1.870766574,0.470173444,0.313772362,0.189626949
HH CLEANERS MULTI USE,2013,Hyper+Super Markets,HOMECARE,<0,94407.425,136462.037,6820.379952,-8018.813013,659,106,135,776,-26867.41249,14839.19297,776,742,-2.599113825,-1.870766574,0.470173444,0.313772362,0.189626949
HH CLEANERS MULTI USE,2013,Hyper+Super Markets,HOMECARE,>1,31375747.89,10934707.93,17470105.21,8017782.407,84165,20521,29379,85250,2574350.809,9452322.802,85250,39495,-2.599113825,-1.870766574,0.470173444,0.313772362,0.189626949
HH CLEANERS MULTI USE,2014,Hyper+Super Markets,HOMECARE,,108119110.5,106349902.6,748447.3735,748447.3735,0,0,0,0,0,0,1389303,26832,-2.599113825,-1.870766574,0.470173444,0.313772362,0.189626949
HH CLEANERS MULTI USE,2014,Hyper+Super Markets,HOMECARE,0-1,13281449.01,9629247.363,5881621.48,2061034.482,62211,8052,13145,63001,-729035.2757,3820586.998,63001,28485,-2.599113825,-1.870766574,0.470173444,0.313772362,0.189626949
HH CLEANERS MULTI USE,2014,Hyper+Super Markets,HOMECARE,<0,92223.469,137453.803,6451.698078,-8513.628219,862,146,167,1039,-27735.76863,14965.3263,1039,990,-2.599113825,-1.870766574,0.470173444,0.313772362,0.189626949
HH CLEANERS MULTI USE,2014,Hyper+Super Markets,HOMECARE,>1,31191421.63,10791647,17394579.69,7993693.127,93137,22176,32010,94347,2589653.127,9400886.563,94347,43550,-2.599113825,-1.870766574,0.470173444,0.313772362,0.189626949
HH CLEANERS MULTI USE,2015,Hyper+Super Markets,HOMECARE,,107454086.9,105932713.9,701603.1767,701603.1767,0,0,0,0,0,0,1532335,29153,-2.599113825,-1.870766574,0.470173444,0.313772362,0.189626949
HH CLEANERS MULTI USE,2015,Hyper+Super Markets,HOMECARE,0-1,14334393.72,10483333.18,6152042.039,2155869.486,67129,9081,14253,68217,-762368.3242,3996172.553,68217,30008,-2.599113825,-1.870766574,0.470173444,0.313772362,0.189626949
HH CLEANERS MULTI USE,2015,Hyper+Super Markets,HOMECARE,<0,132293.523,200171.564,8576.929408,-12873.45652,1020,152,157,1213,-40760.57071,21450.38593,1213,1138,-2.599113825,-1.870766574,0.470173444,0.313772362,0.189626949
HH CLEANERS MULTI USE,2015,Hyper+Super Markets,HOMECARE,>1,32700364.01,11511546.05,17827101.73,8231650.899,99317,24798,32685,101025,2752025.516,9595450.832,101025,45909,-2.599113825,-1.870766574,0.470173444,0.313772362,0.189626949
HH CLEANERS SPECIFIC USE,2013,Hyper+Super Markets,HOMECARE,,85062341.25,84392311.21,394966.2403,394966.2403,0,0,0,0,0,0,1463908,23022,-2.492069535,-1.540698656,0.404913159,0.305673522,0.212078672
HH CLEANERS SPECIFIC USE,2013,Hyper+Super Markets,HOMECARE,0-1,12707871.24,9538570.944,5118806.974,1765627.759,57382,6949,12683,58130,-704737.5753,3353179.214,58130,25190,-2.492069535,-1.540698656,0.404913159,0.305673522,0.212078672
HH CLEANERS SPECIFIC USE,2013,Hyper+Super Markets,HOMECARE,<0,83033.923,118383.171,7060.07317,-6447.576046,680,107,124,824,-23179.01328,13507.64922,824,800,-2.492069535,-1.540698656,0.404913159,0.305673522,0.212078672
HH CLEANERS SPECIFIC USE,2013,Hyper+Super Markets,HOMECARE,>1,21743603.82,8454786.179,11100837.04,5113865.025,77243,16059,23841,78237,1683825.518,5986972.02,78237,35715,-2.492069535,-1.540698656,0.404913159,0.305673522,0.212078672
HH CLEANERS SPECIFIC USE,2014,Hyper+Super Markets,HOMECARE,,85896667.88,84709618.12,546993.0383,546993.0383,0,0,0,0,0,0,1553277,24940,-2.492069535,-1.540698656,0.404913159,0.305673522,0.212078672
HH CLEANERS SPECIFIC USE,2014,Hyper+Super Markets,HOMECARE,0-1,11974480.49,9349358.456,4237744.814,1435320.709,63103,6570,11141,63825,-649443.0414,2802424.105,63825,26156,-2.492069535,-1.540698656,0.404913159,0.305673522,0.212078672
HH CLEANERS SPECIFIC USE,2014,Hyper+Super Markets,HOMECARE,<0,88550.374,117546.859,9441.227769,-4618.861429,706,110,142,849,-20988.38134,14060.0892,849,827,-2.492069535,-1.540698656,0.404913159,0.305673522,0.212078672
HH CLEANERS SPECIFIC USE,2014,Hyper+Super Markets,HOMECARE,>1,20565402.1,8323175.747,10174149.66,4689446.299,81111,16047,22684,82189,1549466.086,5484703.363,82189,36688,-2.492069535,-1.540698656,0.404913159,0.305673522,0.212078672
HH CLEANERS SPECIFIC USE,2015,Hyper+Super Markets,HOMECARE,,88503959.51,87281702.8,572928.0983,572928.0983,0,0,0,0,0,0,1582405,25593,-2.492069535,-1.540698656,0.404913159,0.305673522,0.212078672
HH CLEANERS SPECIFIC USE,2015,Hyper+Super Markets,HOMECARE,0-1,12270555.64,9875435.983,3928886.071,1303980.828,64875,6802,10782,65716,-668934.0015,2624905.243,65716,26639,-2.492069535,-1.540698656,0.404913159,0.305673522,0.212078672
HH CLEANERS SPECIFIC USE,2015,Hyper+Super Markets,HOMECARE,<0,84053.636,118121.915,6246.692938,-6274.807243,741,136,120,901,-21933.71105,12521.50018,901,853,-2.492069535,-1.540698656,0.404913159,0.305673522,0.212078672
HH CLEANERS SPECIFIC USE,2015,Hyper+Super Markets,HOMECARE,>1,20829613.2,8589897.788,10002471.83,4636556.905,82015,16377,21851,83096,1588920.429,5365914.928,83096,36202,-2.492069535,-1.540698656,0.404913159,0.305673522,0.212078672
HOMECARE OTH.,2013,Hyper+Super Markets,HOMECARE,,49184779.16,48574304.28,255404.691,255404.691,0,0,0,0,0,0,781251,11615,-1.8729223,-1.431031097,0.572573593,0.2521688,0.26229546
HOMECARE OTH.,2013,Hyper+Super Markets,HOMECARE,0-1,5866077.955,4888033.566,1961360.84,614996.7227,26837,1356,3480,27061,-423869.0337,1346364.118,27061,11647,-1.8729223,-1.431031097,0.572573593,0.2521688,0.26229546
HOMECARE OTH.,2013,Hyper+Super Markets,HOMECARE,<0,16108.307,20243.514,2097.733667,-549.069169,198,8,19,220,-3470.40659,2646.802836,220,213,-1.8729223,-1.431031097,0.572573593,0.2521688,0.26229546
HOMECARE OTH.,2013,Hyper+Super Markets,HOMECARE,>1,4169113.102,1678376.613,2267052.687,1010924.65,21507,2164,4070,21682,260258.9378,1256128.037,21682,9796,-1.8729223,-1.431031097,0.572573593,0.2521688,0.26229546
HOMECARE OTH.,2014,Hyper+Super Markets,HOMECARE,,46635661.55,46152423.38,237261.4014,237261.4014,0,0,0,0,0,0,797034,12585,-1.8729223,-1.431031097,0.572573593,0.2521688,0.26229546
HOMECARE OTH.,2014,Hyper+Super Markets,HOMECARE,0-1,6804945.047,5652394.908,2218638.498,698489.2575,31955,1618,3658,32166,-472415.3538,1520149.24,32166,13075,-1.8729223,-1.431031097,0.572573593,0.2521688,0.26229546
HOMECARE OTH.,2014,Hyper+Super Markets,HOMECARE,<0,22722.81,27673.944,2659.842752,-666.0223006,215,15,25,247,-4324.898503,3325.865053,247,245,-1.8729223,-1.431031097,0.572573593,0.2521688,0.26229546
HOMECARE OTH.,2014,Hyper+Super Markets,HOMECARE,>1,4747763.96,1909452.472,2576905.375,1150000.468,23667,2484,4221,23889,298095.7952,1426904.907,23889,10714,-1.8729223,-1.431031097,0.572573593,0.2521688,0.26229546
HOMECARE OTH.,2015,Hyper+Super Markets,HOMECARE,,49736680.63,49255069.73,236350.8429,236350.8429,0,0,0,0,0,0,819981,13050,-1.8729223,-1.431031097,0.572573593,0.2521688,0.26229546
HOMECARE OTH.,2015,Hyper+Super Markets,HOMECARE,0-1,5524700.851,4568692.814,1854481.61,587396.8267,30723,1433,3709,30965,-385989.5434,1267084.783,30965,12753,-1.8729223,-1.431031097,0.572573593,0.2521688,0.26229546
HOMECARE OTH.,2015,Hyper+Super Markets,HOMECARE,<0,17776.063,24179.498,1709.783577,-1140.844675,146,15,20,170,-4561.895266,2850.628253,170,166,-1.8729223,-1.431031097,0.572573593,0.2521688,0.26229546
HOMECARE OTH.,2015,Hyper+Super Markets,HOMECARE,>1,4698952.254,1933570.513,2408023.057,1090174.661,24296,2426,4200,24502,317413.595,1317848.396,24502,10967,-1.8729223,-1.431031097,0.572573593,0.2521688,0.26229546
HONEY,2013,Hyper+Super Markets,FOOD - AMBIENT,,65508405.83,65075211.69,232261.4231,232261.4231,0,0,0,0,0,0,578964,12671,-2.62134855,-1.734804822,0.491840168,0.249501962,0.373891998
